index,MT_labels,clean_tweet,final_label,raw_tweet
3637,"[0, 0, 0]",anthvu tired pot smokers,0,@anthvu tired of these pot smokers
3638,"[1, 1, 1]",jus ready blow dope,1,Jus ready to blow some dope
3639,"[0, 0, 0]",jaco stars21 dope infinitely more reliable infiniti,0,@Jaco_stars21 those are dope. And infinitely more reliable than an Infiniti
3640,"[1, 1, 1]",need good weed,1,Need some good weed
3641,"[1, 0, 0]",dope watching neweditionbet,0,Dope watching #NewEditionBET
3642,"[1, 1, 1]",got weed in austin,1,Who got weed in Austin
3643,"[0, 0, 1]",too blunt,0,am I too blunt for you?
3644,"[1, 1, 1]",just chilling out wish weed,1,Just chilling out. Wish i had some weed.
3645,"[1, 1, 1]",smoke too much weed hungry much,1,Smoke too much weed I dont be hungry as much
3646,"[0, 1, 0]",dope dick only NUMBER k17,0,Dope dick only 2k17
3647,"[1, 0, 0]",trraace dope when,0,@Trraace dope when
3648,"[1, 1, 1]",best weed thingsthatcomefromcali,1,The best weed!!  #ThingsThatComeFromCali
3649,"[0, 1, 0]",dope ending,0,thats a dope ending
3650,"[1, 1, 1]",super annoyed need blunt,1,Super annoyed I need a blunt.
3651,"[0, 1, 1]",blunt cut,1,Blunt cut
3652,"[1, 1, 1]",need weed ima die,1,need weed or Ima die
3653,"[0, 0, 0]",lijaahh really dope honestly,0,@_lijaahh really? That's dope! Honestly
3654,"[0, 0, 0]",stipton82 lego gonna dope though,0,@stipton82 LEGO gonna be dope though
3655,"[1, 1, 1]",seriously need weed in life,1,seriously need some weed in my life.
3656,"[0, 0, 0]",playoffs today gonna dope,0,The playoffs today are gonna be dope
3657,"[0, 1, 0]",congrats wheeling own cj goodwin atlanta falcons headed super bowl NUMBER,0,Congrats to Wheeling's own CJ Goodwin and the Atlanta Falcons headed to Super Bowl 51
3658,"[0, 0, 0]",colincowherd why gotta blunt,0,@ColinCowherd why you gotta be so blunt?
3659,"[1, 1, 1]",up blunt tho,1,Who up for this blunt tho
3660,"[0, 0, 0]",dope wow URL,0,this is so dope wow https://t.co/BG0mc7AP90
3661,"[1, 0, 0]",charmon08 wiping away tears laughing hard how not blow up,0,@Charmon08 I was wiping away the tears I was laughing so hard.. how did it not blow up
3662,"[1, 0, 0]",bichaelmush only drug okay marijuana,0,@BichaelMush the only drug I'm okay with is marijuana
3663,"[1, 1, 1]",smoke weed re bum,1,If you smoke weed you're a bum
3664,"[1, 0, 0]",life dope quit soft,0,Life is dope. Quit being soft.
3665,"[0, 0, 0]",get dope no reason,0,I get dope for no reason
3666,"[1, 1, 1]",sheenaryder1 eat weed brownies,1,@SheenaRyder1 i eat weed brownies
3667,"[1, 1, 0]",patyjuanaspeaks disappointed smoked blunt lmao,1,@patyjuanaspeaks I was so disappointed I smoked the blunt to myself. Lmao
3668,"[1, 0, 1]",too much dope,1,Too much dope
3669,"[0, 0, 0]",cranstonl1972 chris redar in denver weed probably imho,0,@cranstonl1972 @chris_redar it's in Denver for the weed probably imho
3670,"[1, 0, 0]",need blunt smh,0,I need a blunt smh
3671,"[1, 1, 0]",ll never smoke black,1,I'll never Smoke A Black!
3672,"[1, 1, 0]",ajbends dope c u there ll shots waiting,1,@ajbends dope c u there. I'll have shots waiting
3673,"[0, 1, 0]",nfrealmusic concert gonna dope gonna sure go,0,@nfrealmusic concert is gonna be dope. Gonna have to for sure go.
3674,"[0, 0, 1]",nap just smacked,0,That nap just smacked
3675,"[0, 1, 0]",blunt srry,0,"I'm blunt, srry"
3676,"[1, 1, 0]",roll up weed,1,Roll up the weed
3677,"[1, 1, 1]",gotta blunt,1,i gotta blunt
3678,"[1, 1, 1]",bff gunna trip acid excited,1,Me and my bff are gunna trip acid and I'm excited
3679,"[0, 0, 0]",people chew mouths open smack lips while eat need hit right in face no one wants hear u eat,0,"People who chew with their mouths open, and/or smack their lips while they eat, need to be hit right in the face. NO ONE wants to hear u eat"
3680,"[1, 1, 1]",up smokin dope,1,UP SMOKIN DOPE
3681,"[0, 1, 1]",NUMBER in airport tryna smoke blunt tbh,1,12 am in the airport tryna smoke a blunt TBH
3682,"[1, 1, 1]",trying smoke last blunt tn,1,I'm trying to smoke my last blunt tn
3683,"[1, 1, 0]",two really dope publicist def asset,1,Have two really DOPE publicist. Def. asset!
3684,"[1, 0, 1]",bledsoe in black velvet suit tonight,1,Bledsoe in the black velvet suit tonight
3685,"[0, 0, 0]",titsmagee45 how dope plants,0,@Titsmagee45 how's the dope plants
3686,"[1, 1, 1]",johnfugelsang weed gateway drug refrigerator,1,"@JohnFugelsang  Weed, a gateway drug to the refrigerator!"
3687,"[1, 1, 1]",hangover need weed,1,Hangover... I need weed
3688,"[1, 0, 0]",cousins dope,0,Cousins is dope for that
3689,"[0, 1, 1]",wow drank one rum coke because five hours since last ate buzzed hell,1,Wow I drank ONE rum and coke but because it's been five hours since I last ate I am buzzed to Hell.
3690,"[0, 0, 0]",while walking around ocean beach last week saw hellogoodbye concert got smacked in face NUMBER,0,"while walking around ocean beach last week, i saw that hellogoodbye was doing a concert and i got SMACKED in the face by 2008"
3691,"[0, 0, 1]",tom brady on way super bowl need worry deflat d footballs,0,Tom Brady on his way to the super bowl.  Do we need to worry about deflat d footballs?
3692,"[0, 0, 0]",married dope man,0,"Being married is dope,man."
3693,"[0, 1, 1]",weed lot weed,1,"And weed, a lot of weed."
3694,"[1, 1, 1]",smacked on saturday morning,1,Smacked on this Saturday morning
3695,"[0, 0, 0]",need dope beat,0,Need a dope as beat
3696,"[0, 1, 0]",ngl pretty dope winter break,0,ngl i had a pretty dope winter break
3697,"[1, 0, 1]",bring blunt,1,Bring me a blunt
3698,"[1, 1, 1]",in mood cuddle smoke blunt watch juice,1,"I'm in the mood to cuddle, smoke a blunt, and watch juice   "
3699,"[0, 0, 0]",woah pretty dope URL,0,Woah this is pretty dope!! https://t.co/HxJEygIDFa
3700,"[0, 0, 1]",juice dope ass movie,0,Juice is a dope ass movie
3701,"[1, 0, 0]",smoke bomb URL,0,Smoke bomb https://t.co/hv3Y2VmX5P
3702,"[1, 0, 0]",crack head just tried fight lol,0,This crack head just tried to fight me lol
3703,"[0, 1, 1]",winmeoverin4words rolled us blunt,1,#WinMeOverIn4Words Rolled us a blunt
3704,"[0, 0, 0]",forreal weekend dope URL,0,"forreal, this weekend was dope https://t.co/zq5KqA4SvB"
3705,"[0, 0, 0]",literally went kayla work drank entire pot coffee,0,Literally went to Kayla's work and drank an entire pot of coffee by myself.
3706,"[1, 1, 0]",hit weed URL,1,Hit the weed* https://t.co/nsPXvdI2B1
3707,"[1, 0, 0]",dope photos nilesgregory took yesterday in studio URL,0,Some dope photos @NilesGregory took of me yesterday in the studio. https://t.co/UHIRrd0PwY
3708,"[1, 1, 1]",glad weed rn,1,So glad that I have weed rn
3709,"[1, 1, 1]",hit weed liltunechi,1,Hit The Weed. @LilTunechi
3710,"[1, 1, 1]",want blunt cigarette bad,1,I want a blunt and cigarette so bad
3711,"[1, 1, 1]",gonna smoke blunt tomorrow go sleep pretty sure spending new years alone lol,1,"Gonna smoke me a blunt tomorrow "" go to sleep. Pretty sure I'm spending New Years alone lol"
3712,"[0, 0, 0]",watching dope first time,0,Watching Dope for the first time.
3713,"[1, 0, 0]",dope ass ralliart URL,0,My dope-ass Ralliart!!! /// /// https://t.co/liOz0fOLyL
3714,"[1, 1, 0]",steam roller weed,1,A steam roller for my weed
3715,"[0, 0, 0]",NUMBER rd bowl cereal done still hungry,0,3rd bowl of cereal done and I'm still hungryyy
3716,"[1, 1, 0]",marijuana legalized would literally not any sleeping problems,1,If marijuana was legalized I would literally not have any sleeping problems
3717,"[1, 1, 1]",just need coffee fatty blunt,1,I just need some coffee and a fatty blunt
3718,"[1, 0, 1]",look like smoke weed,1,do i look like i smoke weed
3719,"[0, 0, 1]",shouldn hard get fucking weed,0,It shouldn't be this hard to get some fucking weed
3720,"[0, 0, 0]",dope fuck,0,me? im dope as fuck
3721,"[0, 0, 0]",last chance u dope show,0,Last chance U is a dope show
3722,"[1, 1, 1]",rain blunt,1,Rain+     blunt=
3723,"[1, 1, 1]",mind smoke blunt,1,Do you mind if we smoke this blunt
3724,"[1, 1, 1]",trying smoke weed,1,I'm trying to smoke some weed
3725,"[1, 1, 1]",send weed,1,Send weed
3726,"[1, 1, 1]",finna drink camomile tea smoke blunt,1,Finna drink some camomile tea and smoke me a blunt
3727,"[1, 1, 1]",own weed most time not going out staying home,1,"If I have my own weed ( which I most of the time do) I am not going out, my asss staying home"
3728,"[0, 1, 0]",uptown xtc weekend 21,0,Uptown then XTC this weekend #21
3729,"[0, 0, 0]",dawndelamuerta both think dope cares,0,"@dawndelamuerta both. I think it's dope that he cares,"
3730,"[0, 0, 0]",fuck swag dope,0,"Fuck swag, I'm dope"
3731,"[1, 0, 0]",dope fantastic,0,Dope was fantastic
3732,"[0, 0, 0]",took son there on wednesday hella dope URL,0,"Took my son there on Wednesday, hella dope https://t.co/ygXEej1pUY"
3733,"[1, 1, 1]",gonna need blunt after,1,gonna need a blunt after this
3734,"[1, 0, 0]",keep smelling weed jealous,0,i keep smelling weed and i'm jealous
3735,"[0, 1, 0]",idk y all school smoking dope URL,0,Idk about y'all but my school is smoking dope https://t.co/iik8OHgTHE
3736,"[0, 0, 1]",haven paid weed in years,0,I haven't paid for weed in years
3737,"[0, 0, 0]",most dope forever,0,"Most dope, that's forever!"
3738,"[0, 0, 0]",yeah pretty dope URL,0,Yeah that's pretty dope  https://t.co/zyPT6RCHol
3739,"[1, 1, 1]",should never took blunt,1,Should have never took the blunt
3740,"[1, 1, 0]",need joint bowl,1,I need a joint or a bowl.
3741,"[0, 0, 0]",mary poppington lit dope shot,0,@Mary_Poppington it's lit! That's a dope shot
3742,"[1, 1, 1]",too much acid b,1,Too much acid b.
3743,"[1, 1, 1]",50shades aus101 e l james smoke bowl two,1,@50shades_Aus101 @E_L_James  Smoke a bowl or two
3744,"[0, 0, 0]",get on boat wataru,0,dont get on the boat wataru
3745,"[0, 0, 0]",get on fckig boat,0,dont get on the fckig boat
3746,"[1, 1, 1]",took tookah blunt,1,took a tookah blunt
3747,"[1, 0, 0]",lastnight smacked URL,0,lastnight i was smacked https://t.co/qGiHYze7A6
3748,"[1, 1, 1]",smoking weed fucking,1,"Smoking weed "" fucking..."
3749,"[0, 0, 0]",go falcons dope URL,0,Go falcons but this is dope https://t.co/c6oNfPUOND
3750,"[0, 1, 1]",wine weed westworld,1,"wine, weed, westworld"
3751,"[0, 0, 1]",highway khi dope URL,0,HiGHWAY Khi - Dope https://t.co/WuEskgFBkG
3752,"[1, 1, 1]",facetime blunt,1,Facetimeeee with this blunt
3753,"[0, 0, 0]",bot106 dope shot though,0,@bot106 that's such a dope shot though
3754,"[1, 1, 0]",weed makes hella sleepy,1,Weed makes me hella sleepy
3755,"[1, 0, 1]",smoking weed rn,1,Who's smoking weed rn ....
3756,"[0, 1, 0]",crazier bag angel dust,0,We crazier than a bag of angel dust
3757,"[1, 1, 1]",in feels till hit blunt,1,Was in my feels till I hit this blunt
3758,"[1, 1, 1]",seriously need bottle blunt,1,I seriously need a bottle or a blunt
3759,"[1, 1, 1]",missed weed much,1,I missed weed so much
3760,"[0, 0, 0]",super amped disneyland,0,Super amped for Disneyland
3761,"[1, 1, 1]",stacymiche11e can tour manage ganja,1,@stacymiche11e can you tour manage my ganja ?
3762,"[1, 1, 1]",koltenparker gregabbott tx smoking weed wait,1,@KoltenParker @GregAbbott_TX So's smoking weed.  Wait.
3763,"[0, 0, 0]",amped farm worms,0,I'm so amped to farm worms.
3764,"[1, 1, 1]",loved d stop smoking weed URL,1,"""If you loved me you'd stop smoking weed"" https://t.co/drxxRzdOCg"
3765,"[1, 0, 1]",ok down make opium w poppy seeds,1,Ok whos down to make opium w some poppy seeds
3766,"[1, 0, 1]",more heroin chic look URL,1,She has more of a heroin chic look! https://t.co/eBaTErvUKd
3767,"[0, 0, 0]",dope call,0,That's the dope call !
3768,"[1, 1, 1]",jameskeithford getting bored should smoke weed,1,"@jameskeithford getting bored, I should smoke some weed"
3769,"[1, 1, 1]",smoked weed first time year,1,I smoked weed for the first time this year
3770,"[0, 1, 0]",nc got dope dancers tho,0,nc got some dope dancers tho
3771,"[1, 1, 1]",see weed keeps calmer,1,See the weed keeps me calmer
3772,"[1, 1, 1]",def gonna need reefer one,1,Def gonna need some reefer for this one
3773,"[0, 0, 0]",one pretty dope URL,0,this one is pretty dope. https://t.co/iPasW5nEOl
3774,"[1, 1, 1]",time smoke weed go back bed,1,Time to smoke some weed and go back to bed
3775,"[0, 0, 1]",black hour glass glass,0,"Black hour glass, our glass"
3776,"[1, 1, 1]",ready go home face blunt,1,Ready to go home and face this Blunt
3777,"[1, 1, 1]",rolled blunt like NUMBER hours ago still haven sparked,1,"rolled this blunt , like 3 hours ago. Still haven't sparked it"
3778,"[1, 1, 1]",briannahilde smoke pot,1,@briannahilde You smoke pot?
3779,"[1, 1, 1]",smoke blunt go sleep tomorrow before go out eat,1,Smoke this blunt then go to sleep or do it tomorrow before I go out to eat???
3780,"[0, 1, 0]",j0shuajames pretty dope line up,0,@j0shuajames pretty dope line up...
3781,"[1, 1, 1]",lay up stay up sex blow dank,1,"Lay up "" then stay up, have sex "" then blow dank"
3782,"[0, 0, 1]",pizza weed cuz cliche,0,Pizza and weed cuz I'm a cliche.
3783,"[0, 0, 1]",wanna go houston super bowl weekend way job set up,0,Wanna go to Houston for super bowl weekend but the way my job is set up
3784,"[0, 0, 0]",cooking crock pot lit,0,Cooking with a Crock Pot is lit!
3785,"[1, 1, 1]",need weed youngdolph wya,1,I need some weed @YoungDolph wya
3786,"[0, 0, 0]",leg day tmrw got amped,0,leg day tmrw got me amped
3787,"[0, 0, 0]",update dope,0,This update is so dope
3788,"[1, 0, 1]",owe u u want weed,1,Owe u what? What u want some weed ?
3789,"[1, 0, 0]",head dope asf,0,my   head is dope asf
3790,"[0, 0, 0]",laughed NUMBER years congrats smoking weed first time URL,0,"i laughed for 204892 years at ""congrats for smoking weed for the first time"" https://t.co/491AZNTcvO"
3791,"[0, 0, 0]",shonny gone blow up,0,Shonny gone blow up
3792,"[0, 1, 1]",told sed smoke too much weed said least don too much herion,1,"i told sed that i smoke too much weed and he said ""at least you don't do too much herion"""
3793,"[0, 0, 0]",just drank pot coffee still tired wtf wrong ugh,0,I just drank a pot of coffee and I'm still sooo tired. wtf is wrong with me ugh
3794,"[1, 0, 0]",zaire gone blow up,0,Zaire gone blow up
3795,"[1, 0, 1]",smoking best weed birthday,1,"Smoking some of the best weed for my birthday """""
3796,"[1, 1, 0]",smoke blunt NUMBER,1,smoke a blunt 4 me
3797,"[0, 1, 0]",fuskerz weed pee,0,@Fuskerz weed pee.
3798,"[1, 0, 1]",just saw video glass blunt,1,I Just Saw A Video About A Glass Blunt
3799,"[0, 0, 0]",gone make fat ass pot spaghetti tonight ll last through next week,0,Gone make a fat ass pot of spaghetti tonight that'll last me through next week
3800,"[1, 0, 1]",debbielibra just pot alcohol,1,@DebbieLibra just pot and alcohol
3801,"[0, 1, 1]",buzzed in class once again fml,1,Buzzed in class once again. Fml
3802,"[0, 0, 0]",beats commercial still dope,0,That beats commercial is still dope
3803,"[1, 1, 1]",blunt before off,1,Blunt before I'm off
3804,"[1, 1, 1]",wanna go nuke town blunt,1,I wanna go to nuke town with a blunt
3805,"[1, 0, 1]",smoke blunt everyday yal drink wine everyday no difference,1,"We smoke a blunt everyday , yal drink wine everyday . It's no difference"
3806,"[0, 0, 1]",get high on sauce,0,Get high on my sauce.
3807,"[1, 1, 0]",smoke weed don let smoke,1,Smoke the weed don't let it smoke you
3808,"[1, 1, 1]",love love love love love love love weed sm,1,i love love love love love love love weed sm
3809,"[0, 0, 0]",place looks dope URL,0,this place looks dope https://t.co/FGvDN2wLrA
3810,"[0, 0, 0]",logan dope af,0,#Logan DOPE AF
3811,"[0, 0, 0]",date party last night dope URL,0,Date party last night was dope https://t.co/bhwDC3We5E
3812,"[1, 1, 0]",weed brownies,1,Weed brownies
3813,"[0, 0, 0]",pamaj ll pretty dope tbh,0,@Pamaj that'll be pretty dope tbh
3814,"[1, 1, 0]",wish smoked weed could smoke together fun time sorry lame,1,"I wish I smoked weed so we could smoke together "" have a fun time sorry I'm lame"
3815,"[1, 0, 1]",bro weed got wet,1,Bro... my weed got wet
3816,"[1, 0, 1]",smoking fat blunt today,1,Smoking a fat blunt today
3817,"[0, 0, 0]",fuckinmichelle dope lol,0,@fuckinmichelle_ that's dope lol
3818,"[1, 1, 1]",just want blunt hennessy,1,I just want a blunt and some Hennessy
3819,"[1, 0, 0]",vburnett hooked up iv pitocin,0,@vburnett_ do they have you hooked up to an iv with pitocin?
3820,"[0, 0, 0]",collisioncw hmu pretty dope,0,@CollisionCW Hmu I'm pretty dope
3821,"[1, 0, 1]",rain drops drop top rollin up dope in work parking lot,1,Rain drops Drop top Rollin up dope in the work parking lot
3822,"[0, 1, 1]",edibles dope,1,Edibles are dope
3823,"[1, 1, 1]",need dunkin blunt,1,NEED Dunkin + a blunt
3824,"[1, 1, 1]",wish could finish blunt while vibe out iamjojo x mad love album,1,Wish I could finish my blunt while I vibe out to @iamjojo x mad love album..
3825,"[1, 1, 1]",only crack on fridays tomorrow heroin saturday,1,"""I only do my crack on Fridays, tomorrow is Heroin Saturday!"""
3826,"[1, 1, 1]",end night blunt best,1,That end of the night blunt be the best
3827,"[1, 0, 0]",coca coley actually pretty dope,0,@Coca__Coley that's actually pretty dope
3828,"[0, 0, 0]",betterthanlbj go get dope free food,0,@BetterthanLBJ did you go get some dope free food?
3829,"[0, 1, 1]",smoking weed doesn give after affect feeling carefree ve become immune weed need try something harder,1,"If smoking weed doesn't give you the after affect of feeling carefree, you've become immune to weed that you need to try something Harder "
3830,"[0, 0, 0]",dwyanewade birthday party dope,0,@DwyaneWade 's birthday party was so dope.
3831,"[0, 0, 0]",can believe gonna seeing war one love dope,0,I can't believe I'm gonna be seeing War at One Love. So dope
3832,"[1, 1, 1]",bout smoke dope,1,Bout to smoke this dope
3833,"[0, 0, 0]",saban gonna go home smack wife,0,Saban gonna go home and smack his wife
3834,"[1, 0, 0]",zrau re going love instant pot,0,@zrau You're going to love the Instant Pot.
3835,"[0, 0, 0]",ap going blow up,0,@AP This is going to blow up...
3836,"[1, 1, 1]",megatron sc all food weed,1,@_megaaatron sc is all about food and weed
3837,"[1, 1, 0]",fake drinking acid suicidally relatable now regretting actually URL,1,this is me fake drinking acid to be suicidally relatable but now im regretting that i didnt actually do it https://t.co/f58ZEBtCgn
3838,"[1, 1, 1]",megfromct business sure opium in loas pretty good,1,@MegfromCT @business I'm sure the opium in Loas is pretty good.
3839,"[1, 1, 0]",smoke weed not cigs,1,Smoke weed not cigs
3840,"[0, 0, 0]",alleybeth dope h dog,0,"@AlleyBeth Dope, H-Dog!  "
3841,"[1, 1, 1]",lunch marijuana,1,"""what's for lunch?"" ""marijuana"""
3842,"[0, 0, 0]",keak da sneak still dope asf,0,keak da sneak still dope asf
3843,"[1, 1, 1]",thinking blunt food,1,"*thinking about a blunt "" food"
3844,"[0, 0, 0]",adidasfballus dope gonna try buy URL,0,@adidasFballUS these are so dope I'm gonna have to try to buy https://t.co/6n4bYAn3XV
3845,"[1, 0, 1]",dope up on medicine,1,Dope myself up on some medicine.
3846,"[0, 0, 0]",there black ice all over parking lot careful,0,there is black ice all over the parking lot be careful!!!!
3847,"[0, 0, 0]",aqeelhawaj dc dope shirts dude,0,@AqeelHawaj_DC dope shirts dude!
3848,"[0, 0, 0]",pretty dope weekend say,0,A pretty dope weekend if I do say so myself.
3849,"[0, 0, 0]",loristokes7 not purple red black,0,"@LoriStokes7 That's not purple..red""black."
3850,"[0, 0, 0]",bangkok going dope fuck,0,Bangkok is going to be dope as fuck!!
3851,"[1, 0, 1]",got dope in sock got dope got dope in sock,1,"I got that dope in my sock, I got that dope. I got that dope in my sock."
3852,"[1, 1, 0]",just watched kid get busted down hall smoking pot in dorm honestly highlight night hahahah,1,Just watched a kid get busted down the hall for smoking pot in his dorm and it was honestly the highlight of my night hahahah
3853,"[0, 1, 1]",need whataburger blunt,1,Need Whataburger and a blunt
3854,"[1, 0, 0]",not smacked,0,Not smacked
3855,"[0, 0, 0]",yo pull off cloak manta ray gonna fucking dope dudes,0,yo if i pull this off my cloak of the manta ray is gonna be so fucking dope my dudes
3856,"[0, 1, 1]",just rolled blunt while driving,1,He just rolled a blunt while driving...
3857,"[0, 0, 0]",heated seats dope,0,heated seats are dope
3858,"[0, 0, 0]",damn dope catch,0,Damnnn dope catch
3859,"[0, 0, 0]",movie breathe dope ass movie,0,"This movie ""Cant breathe"" is such a dope ass movie."
3860,"[0, 0, 1]",pineapple juice bomb af,0,This pineapple juice bomb AF
3861,"[0, 1, 0]",evettauorav sounds dope af,0,@evettauorav that sounds dope af!
3862,"[0, 0, 0]",candaceblktiepr dope more excited now,0,@CandaceBlkTiePR It's dope! I'm more excited now!
3863,"[0, 1, 1]",smoke dope sip lean think killing shit,1,"i smoke me some dope, i sip me some lean "" think about killing some shit."
3864,"[0, 0, 0]",second half dope,0,This second half is about to be dope
3865,"[0, 0, 0]",slid on black ice morning saw future crippling debt approaching,0,"Slid on black ice this morning, saw my future of crippling debt approaching"
3866,"[0, 1, 1]",ash fucking blunt on,1,ash my fucking blunt on you
3867,"[0, 0, 0]",gonna end up fun snow in black mountain ugh gonna happen snow snow,0,"We gonna end up with fun snow in Black Mountain or that ""ugh, what's gonna happen with this snow"" snow?"
3868,"[1, 1, 1]",all want blunt morning,1,all i want is a blunt this morning !
3869,"[0, 1, 0]",up blowin dope,0,Up blowin dope
3870,"[0, 0, 1]",lyfe dope,0,LYFE IS SO DOPE
3871,"[1, 1, 1]",just blunt,1,"Just me, myself and my blunt."
3872,"[0, 0, 1]",sorry smoking weed unattractive,0,I'm sorry but smoking weed is unattractive
3873,"[1, 0, 1]",cool shit on acid,1,What is some cool shit to do on acid
3874,"[0, 0, 1]",dopest dope ll ever smoke,0,I'm the dopest dope you'll ever smoke
3875,"[1, 1, 1]",aight smoking weed alone again go figure fam,1,aight im smoking weed alone again go figure fam
3876,"[1, 1, 1]",guess smoke crack now,1,So I guess I smoke crack now
3877,"[0, 1, 0]",get on over there bud,0,get on over yourself there bud
3878,"[0, 1, 0]",td mendi dope gym,0,@TD_Mendi dope gym ?
3879,"[1, 1, 1]",acid last night no regrets,1,"Did acid last night ""a no regrets"
3880,"[1, 1, 0]",losing weed blow,1,losing weed is the blow....
3881,"[1, 0, 1]",all want blunt cuddled,1,"All I want is a blunt "" to be cuddled"
3882,"[0, 1, 0]",heavy grapefruit real nice drinking smack grapefruit ipa alaskanbrewing maple leaf alley URL,0,Heavy grapefruit! Real nice. - Drinking a Smack of Grapefruit IPA by @alaskanbrewing @ maple leaf alley    https://t.co/JbmnvX2GJ2
3883,"[0, 1, 0]",project x dope luci j23,0,Project x or Dope  @Luci_J23
3884,"[0, 1, 1]",all need music weed,1,All i need is music and weed
3885,"[1, 1, 1]",math class smelt like straight up weed pretty sure second hand high rn,1,My math class smelt like straight up weed and I'm pretty sure I'm second hand high rn
3886,"[1, 0, 1]",dope on rope URL,1,Dope on a rope... https://t.co/COs94Y8Ds7
3887,"[0, 0, 0]",d sit in bed while went work d play black ops eat peanut butter spoon,0,I'd sit in his bed while he went to work and I'd play black ops and eat peanut butter with a spoon.
3888,"[1, 1, 1]",need stronger weed,1,I need stronger weed
3889,"[0, 0, 0]",grizzlys dope doe URL,0,Grizzlys are dope doe https://t.co/vnuTKMpX2n
3890,"[0, 0, 0]",grapes peanut butter bomb,0,Grapes and peanut butter is bomb!
3891,"[0, 0, 0]",rone locc dope loving,0,@Rone__Locc dope! You loving it?!
3892,"[1, 1, 1]",breakfast blunt URL,1,Breakfast and a blunt https://t.co/ID6vU1TdJD
3893,"[1, 1, 1]",all really want rn acid,1,all i really want rn is acid with her
3894,"[0, 0, 0]",how going try go smack come school like excuse plus married good,0,How are you going to try to go smack at me then come for my school like excuse you? Plus I am married I'm good
3895,"[0, 0, 1]",rubberchild stop taking acid on mondays,0,@rubberchild stop taking acid on mondays
3896,"[1, 1, 1]",just wanna go home work smoke blunt,1,"I just wanna go home from work "" smoke a blunt ."
3897,"[1, 1, 0]",hi in tempe need weed,1,Hi I'm in Tempe and I need weed who has some
3898,"[1, 1, 1]",hml need dope in burbs,1,Hml if you need dope in the burbs
3899,"[0, 0, 1]",great abyz sword dope too lol,0,@the_great_abyz  that sword was dope too lol
3900,"[0, 0, 0]",ok one looks p dope URL,0,ok this one looks p dope https://t.co/7OdM0CHVHq
3901,"[0, 0, 0]",NUMBER dope miss NUMBER,0,2013 was dope i miss 2013
3902,"[0, 0, 1]",dom domm just dope word,0,@Dom_Domm just a dope word
3903,"[1, 1, 1]",just need glass wine blunt,1,I just need a glass of wine and a blunt
3904,"[1, 0, 1]",grown lady went smack idk like smokers lol lyin on snapchat two weeks sayin don smoke,1,This grown lady went smack at me and Idk if she like smokers lol I been lyin on snapchat for two weeks sayin I don't smoke
3905,"[0, 1, 1]",cooking dope URL,1,Cooking dope https://t.co/eRnd9qXe3W
3906,"[0, 0, 0]",saw some1 in lifted truck go around speed bump NUMBER day daughters school don understand,0,Saw some1 in a lifted truck go around a speed bump 2day @ my daughters school. I don't understand
3907,"[0, 0, 1]",shouldn smoke weed,0,Some of you shouldn't smoke weed
3908,"[1, 1, 1]",letting acid take,1,I'm letting the acid take me
3909,"[0, 0, 0]",girl dope asf,0,My girl is dope asf
3910,"[1, 1, 1]",need few shots maybe blunt two,1,"I need a few shots "" maybe a blunt or two."
3911,"[1, 1, 1]",thinking heroin might worse URL,1,Thinking heroin might be worse. https://t.co/ZCaCV9BXns
3912,"[0, 0, 0]",only mission in life blow up,0,Our only mission in life is to blow up
3913,"[1, 0, 1]",just trynna roll fat blunt,1,im just trynna roll a fat blunt
3914,"[1, 1, 1]",love high weed soulmate,1,"I love being high, weed is my soulmate."
3915,"[1, 1, 0]",n n dimethyltryptamine lysergic acid diethylamide vibes effervescent delicious just like should,1,"N, N-Dimethyltryptamine and Lysergic acid diethylamide. The vibes are effervescent, delicious just like they should be.   "
3916,"[0, 0, 0]",yellow dress bomb in movie,0,Her yellow dress was so bomb in this movie..
3917,"[0, 0, 1]",catch dope,0,That catch was dope.
3918,"[0, 1, 1]",mateoandreas26 run out weed lol,1,@MateoAndreas26 did you run out of weed lol
3919,"[1, 0, 1]",preformed on acid last night epic,1,preformed on acid last night it was epic
3920,"[1, 1, 1]",hungry af gonna go acid,1,I'm hungry af. I'm gonna go do acid
3921,"[1, 1, 1]",like drink n smoke doja,1,Like to drink n smoke some doja
3922,"[0, 1, 1]",mixing weed like gumbo,1,Im mixing weed like gumbo
3923,"[1, 1, 1]",blunt NUMBER bowls before class today gone good,1,Blunt and 3 bowls before class. Today gone be good.
3924,"[0, 1, 1]",better weed more chill,1,The better the weed the more chill I be
3925,"[0, 1, 1]",artismyporn how heroin factory tour overdose on chocolate,1,"@ArtIsMyPorn  How about, Heroin factory tour, then overdose on chocolate?"
3926,"[1, 1, 1]",in phoenix need weed food,1,In Phoenix need weed and food
3927,"[1, 1, 1]",personally think easier roll blunt nails,1,I personally think it's easier to roll a blunt with nails.
3928,"[1, 0, 0]",ok will obama smoke blunt now,0,Ok but will Obama smoke a blunt with me now or
3929,"[1, 1, 0]",say smoke weed like cigarettes,1,"They say I smoke weed like cigarettes,"
3930,"[1, 0, 1]",kind miss marijuana,1,I kind of miss marijuana
3931,"[0, 0, 0]",free bobby e,0,Free bobby E's
3932,"[1, 0, 0]",play smack funeral,0,Play smack that at my funeral
3933,"[0, 0, 0]",like dope lol jealous,0,Like that's so dope lol I'm jealous
